from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5916767;480;33630;136;86;33481;174;163;42279;183;152;44300;59;35379;52;35393;33
5785641;5916767;454;31793;136;86;30876;183;166;42485;193;155;44506;56;35590;49;35604;30
5785642;5916767;455;31873;136;86;30876;184;168;42603;193;157;44624;56;30072;49;30087;30
5785643;5916767;460;32166;121;77;29075;194;172;42896;193;161;44917;56;34437;49;34454;31
5787544;5916767;473;33140;133;84;32942;172;156;41790;171;142;43811;58;34953;51;34967;32
5787545;5916767;474;33210;133;84;32942;172;157;41859;171;143;43880;58;35239;51;35254;32
5787546;5916767;478;33435;133;84;32942;174;161;42085;183;150;44106;55;29098;48;29113;30
5787547;5916767;453;31679;136;86;30876;188;173;42984;191;162;46751;55;29489;48;29504;30
5787548;5916767;449;31454;136;86;30876;187;170;42712;190;159;46479;56;29611;49;29625;30
5787549;5916767;451;31588;136;86;30876;188;174;43004;190;163;46771;56;29854;49;29869;31
5787550;5916767;417;29180;121;77;29075;198;157;44059;183;140;50466;56;34235;49;34252;31
5789447;5916767;445;31153;125;79;30179;137;118;47126;133;103;41044;54;32763;47;32778;29
5789448;5916767;445;31150;125;79;30176;137;118;47146;133;103;41064;54;33128;47;33143;29
5789449;5916767;446;31211;125;79;30312;137;119;47207;133;104;41125;55;33554;48;33568;30
5789450;5916767;477;33377;125;79;30312;174;160;42026;183;149;44047;55;33872;48;33887;30
5789451;5916767;477;33415;133;84;32942;174;160;42064;183;149;44086;58;35200;51;35214;32
5789452;5916767;445;31115;133;84;32942;187;168;39578;183;162;50088;55;28998;48;29012;30
5789453;5916767;445;31152;136;86;30876;187;168;39615;183;162;50125;55;29174;48;29189;30
5789454;5916767;446;31239;136;86;30876;187;174;42993;186;163;50212;55;29438;48;29453;30
