from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5916750;447;31302;126;80;29652;160;142;39791;178;147;38123;57;36571;50;36571;33
5785641;5916750;417;29215;122;77;27048;167;145;39997;186;150;38329;57;36781;50;36781;32
5785642;5916750;418;29294;122;77;27048;170;147;40115;186;151;38446;57;30862;50;30877;32
5785643;5916750;423;29587;116;74;26476;182;151;40408;186;156;38739;57;35226;50;35244;32
5787544;5916750;440;30813;123;78;29113;158;135;39302;166;140;37633;56;36145;49;36145;32
5787545;5916750;441;30882;123;78;29113;158;136;39371;166;141;37702;56;36431;49;36431;32
5787546;5916750;444;31108;123;78;29113;160;140;39597;178;144;37928;57;29888;49;29903;32
5787547;5916750;416;29101;122;77;27048;176;152;40496;185;157;38828;57;30279;49;30294;32
5787548;5916750;413;28875;122;77;27048;172;149;40224;183;153;38555;57;30401;49;30415;32
5787549;5916750;414;29010;122;77;27048;176;153;40516;184;157;38848;57;30644;50;30658;32
5787550;5916750;384;26852;116;74;26476;182;138;38084;180;137;44025;57;35025;50;35042;32
5789447;5916750;408;28575;111;70;26351;116;96;36535;133;100;34867;52;33955;46;33955;30
5789448;5916750;408;28572;111;70;26348;116;96;36556;133;101;34887;52;34320;46;34320;30
5789449;5916750;409;28632;111;70;26484;116;97;36616;133;101;34948;53;34746;47;34746;30
5789450;5916750;444;31049;111;70;26484;160;139;39538;178;143;37870;53;35064;47;35064;30
5789451;5916750;444;31088;123;78;29113;160;139;39576;178;144;37908;56;36392;49;36392;32
5789452;5916750;408;28537;123;78;29113;172;147;37090;176;157;41124;56;29787;49;29802;32
5789453;5916750;408;28573;122;77;27048;172;147;37127;176;157;41160;57;29964;49;29979;32
5789454;5916750;409;28660;122;77;27048;172;149;37214;179;158;41247;57;30228;49;30243;32
5789455;5916750;412;28836;116;74;26509;177;151;37390;183;155;35721;57;30449;50;30464;32
5789456;5916750;381;26691;116;74;26509;175;136;37924;181;135;43864;60;34935;53;34953;36
5791353;5916750;413;28934;115;73;27401;119;101;36895;138;105;35226;51;33545;45;33545;29
5791354;5916750;410;28702;110;70;26193;116;98;36663;138;102;34994;53;34137;47;34137;30
5791355;5916750;403;28225;110;70;26106;111;93;36324;133;97;34655;52;34317;46;34317;30
5791356;5916750;404;28287;110;70;26054;116;98;36672;138;102;35003;53;34942;47;34942;30
5791357;5916750;405;28375;111;70;26484;119;101;36740;138;105;35072;53;35056;47;35056;30
5791358;5916750;406;28426;111;70;26484;169;145;36979;175;155;41013;53;29282;47;29297;30
5791359;5916750;403;28228;111;70;26484;164;142;36782;163;152;40815;56;29605;49;29620;32
5791360;5916750;404;28282;122;77;27048;166;143;36836;168;153;40869;56;29973;49;29988;32
5791361;5916750;409;28636;116;74;26509;172;148;37189;176;158;41223;56;30327;49;30342;32
5791362;5916750;414;28947;116;74;26509;177;153;37500;184;157;35832;57;30636;49;30650;32
5791363;5916750;381;26686;116;74;26509;175;135;37918;181;135;43860;60;34831;53;34848;36
