from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5952924;450;31496;133;84;31341;168;157;40924;191;160;45354;62;38483;54;36798;36
5785641;5952924;431;30190;133;84;30324;176;160;41129;195;151;39500;64;38694;56;37008;36
5785642;5952924;432;30269;133;84;30324;179;162;41247;195;152;39618;64;38520;56;35059;36
5785643;5952924;437;30562;142;90;32384;189;166;41540;195;157;39911;64;41077;56;37615;36
5787544;5952924;443;31006;130;82;30802;167;150;40434;179;153;44865;61;38057;53;36372;35
5787545;5952924;444;31076;130;82;30802;167;151;40503;179;154;44934;61;38343;53;36658;35
5787546;5952924;447;31301;130;82;30802;168;154;40729;191;157;45160;64;37547;55;34085;36
5787547;5952924;430;30076;133;84;30324;183;167;41628;194;158;39999;64;37938;55;34476;36
5787548;5952924;426;29850;133;84;30324;180;163;41356;190;154;39727;64;38059;56;34597;36
5787549;5952924;428;29984;133;84;30324;183;167;41648;192;158;40019;64;38302;56;34841;36
5787550;5952924;465;32567;142;90;32384;208;168;56504;204;161;52992;64;40876;56;37414;36
5789447;5952924;410;28732;121;76;28704;128;110;37667;143;113;42098;57;35867;49;34182;32
5789448;5952924;414;29012;121;76;28707;128;111;37688;143;114;42118;57;36232;50;34547;32
5789449;5952924;419;29360;122;78;29397;128;112;37748;143;114;42179;58;36658;51;34973;33
5789450;5952924;446;31243;122;78;29397;168;153;40670;191;156;45101;58;36977;51;35291;33
5789451;5952924;447;31281;130;82;30802;168;154;40709;191;157;45139;61;38304;53;36619;35
5789452;5952924;422;29512;130;82;30802;181;161;38222;185;152;36594;63;37446;55;33984;35
5789453;5952924;422;29548;133;84;30324;180;162;38259;185;153;36630;64;37623;55;34161;36
5789454;5952924;423;29635;133;84;30324;180;163;38346;186;158;40009;64;37886;55;34425;36
5789455;5952924;426;29812;142;90;32417;185;166;38522;190;156;36893;64;38107;56;34646;36
5789456;5952924;463;32406;142;90;32417;202;165;56344;205;158;52831;70;40786;62;37324;42
5791353;5952924;418;29278;119;75;28265;131;116;38027;149;118;42458;56;35458;49;33772;32
5791354;5952924;415;29046;122;77;29036;128;112;37795;149;115;42226;58;36049;50;34364;33
5791355;5952924;415;29075;121;77;28948;122;107;37456;143;110;41887;58;36229;50;34544;33
5791356;5952924;418;29262;121;77;29330;128;112;37804;149;115;42235;59;36855;51;35169;33
5791357;5952924;419;29350;122;78;29397;131;115;37872;149;118;42303;58;36969;51;35283;33
5791358;5952924;420;29401;122;78;29397;177;160;38111;181;151;36482;58;36940;51;33479;33
5791359;5952924;417;29203;122;78;29397;170;157;37914;175;160;42344;63;37264;55;33802;35
5791360;5952924;418;29257;133;84;30324;174;158;37968;178;149;36339;63;37632;55;34170;35
5791361;5952924;423;29611;142;90;32417;181;163;38321;185;154;36692;63;37986;55;34524;35
5791362;5952924;427;29922;142;90;32417;185;167;38632;192;158;37004;64;38294;56;34833;36
5791363;5952924;463;32401;142;90;32417;202;165;56339;205;158;52826;70;40682;62;37220;42
5793258;5952924;424;29664;123;78;29510;142;121;38413;155;124;42844;59;36722;51;35037;33
5793259;5952924;419;29363;123;78;29453;135;117;38113;149;120;42543;58;36562;50;34877;33
5793260;5952924;420;29398;121;77;29040;135;117;38147;149;120;42578;58;36526;50;34841;33
5793261;5952924;415;29073;121;76;29117;128;111;37592;143;114;42022;58;36307;50;34621;33
5793262;5952924;414;28969;121;76;29159;128;111;37590;143;114;42020;59;36732;51;35046;33
5793263;5952924;415;29016;121;76;29159;135;116;37173;149;119;41603;59;37837;51;36152;33
5793264;5952924;414;28948;120;76;28871;170;153;37658;173;156;42089;63;36884;55;33423;35
5793265;5952924;414;28988;120;76;28809;170;154;37699;174;157;42129;63;37217;55;33755;35
5793266;5952924;414;28997;125;79;28854;170;154;37708;174;157;42138;63;37414;55;33952;35
5793267;5952924;425;29772;125;79;28854;185;165;38482;189;156;36853;63;38209;55;34747;35
5793268;5952924;431;30169;142;90;32417;194;170;45599;195;162;37251;64;38435;56;34974;36
5793269;5952924;461;32267;140;88;31936;214;175;57020;204;168;53507;69;37248;61;33786;41
5793270;5952924;458;32086;140;88;31936;207;173;56839;204;166;53327;69;40136;61;36675;41
5795164;5952924;425;29739;123;78;29453;142;122;38488;155;125;42919;59;36846;51;35161;33
5795165;5952924;426;29820;123;78;29453;142;123;38569;155;126;43000;59;38622;51;36937;33
5795166;5952924;425;29750;120;76;28847;142;122;38499;155;125;42930;62;38472;54;36786;35
5795167;5952924;411;28748;120;76;29084;128;112;36891;149;115;41321;59;36857;51;35172;33
5795168;5952924;411;28748;120;76;28871;128;112;36891;149;115;41322;60;37419;52;35734;34
5795169;5952924;412;28829;120;76;28871;128;113;36986;149;116;41416;60;37641;52;35956;34
5795170;5952924;410;28678;120;76;28809;170;149;37388;170;152;41819;60;36623;52;33161;34
5795171;5952924;409;28597;119;76;28712;170;148;37307;170;151;41738;63;36924;55;33463;35
5795172;5952924;413;28931;125;79;28854;170;153;37642;173;156;42072;63;37367;55;33905;35
5795173;5952924;417;29160;125;79;28854;170;156;37870;174;159;42301;63;37457;55;33996;35
5795174;5952924;414;28969;125;79;28854;170;154;37680;173;156;42111;63;37091;55;33630;36
5795175;5952924;413;28907;125;79;28854;170;153;37617;173;156;42048;63;37228;55;33767;36
5795176;5952924;459;32123;123;78;28665;207;173;56876;204;166;53363;64;36752;56;33290;36
5797069;5952924;397;27768;116;74;27573;159;118;34615;165;155;44727;-1;-1;-1;-1;-1
5797070;5952924;428;29937;116;74;27573;142;125;38686;155;128;43117;59;37124;52;35439;34
5797071;5952924;429;30054;120;76;28847;142;127;38803;155;129;43234;62;38524;54;36839;35
5797072;5952924;412;28839;120;76;28847;128;113;36982;149;116;41412;61;38241;53;36556;35
5797073;5952924;408;28554;120;76;28847;128;109;36697;143;112;41128;59;38326;51;36640;34
5797074;5952924;406;28436;119;75;28601;122;108;36593;143;110;41023;59;37190;51;35505;34
5797075;5952924;409;28645;120;76;28809;128;111;36801;143;113;41232;60;37523;52;35838;34
5797076;5952924;405;28361;119;76;28712;166;145;37072;166;148;41502;61;36570;53;33109;35
5797077;5952924;407;28488;119;76;28712;166;147;37198;168;150;41629;63;37003;55;33541;35
5797078;5952924;412;28821;125;79;28854;170;151;37532;170;154;41962;63;37540;55;34078;35
5797079;5952924;410;28728;125;79;28854;170;150;37439;170;153;41870;63;37376;55;33915;35
5797080;5952924;411;28773;125;79;28854;170;151;37484;170;154;41914;63;36587;55;33125;36
5797081;5952924;411;28759;125;79;28854;170;151;37470;170;153;41900;63;37207;55;33746;36
5797082;5952924;408;28553;123;78;28664;178;166;36909;177;164;53227;64;36739;56;33277;36
5798974;5952924;377;26395;113;71;26142;146;99;33242;147;135;43354;52;33268;45;31583;29
5798975;5952924;433;30297;125;79;30146;146;130;39046;167;133;43477;60;37472;52;35786;34
5798976;5952924;433;30292;125;79;30146;146;130;39041;167;133;43472;59;37359;52;35674;34
5798977;5952924;433;30298;120;76;28847;146;130;39048;167;133;43478;61;38564;53;36879;35
5798978;5952924;405;28369;118;75;28271;128;110;36520;143;113;40951;61;38036;53;36350;35
5798979;5952924;403;28192;117;74;28160;125;108;36343;143;111;40774;62;38394;54;36709;35
5798980;5952924;403;28193;118;75;28279;125;108;36344;143;111;40774;60;37554;52;35868;34
5798981;5952924;407;28464;119;75;28579;128;112;36615;149;115;41046;61;37941;53;36256;35
5798982;5952924;403;28193;119;76;28712;162;143;36904;162;145;41334;61;36431;53;32969;35
5798983;5952924;401;28068;119;76;28712;162;141;36778;160;144;41209;62;36371;54;32909;34
5798984;5952924;401;28060;122;77;28121;159;141;36771;160;143;41202;62;36362;54;32901;34
5798985;5952924;406;28425;122;77;28121;166;146;37136;166;149;41567;62;36254;54;32793;35
5798986;5952924;404;28287;125;79;28854;162;144;36998;165;147;41429;62;36520;54;33059;35
5798987;5952924;408;28543;125;79;28854;166;148;37254;170;150;41685;63;36980;55;33518;36
5798988;5952924;402;28137;120;76;28130;170;160;36493;173;159;40067;63;36214;55;32753;35
5800879;5952924;370;25899;111;71;25805;131;110;41413;137;128;42858;53;32989;46;31304;30
5800880;5952924;374;26178;113;71;26138;137;114;41692;142;132;43136;52;33264;45;31579;29
5800881;5952924;436;30502;113;71;26138;149;133;39251;167;136;43682;60;32924;52;31239;34
5800882;5952924;404;28281;125;79;30146;142;129;37290;159;132;41720;63;40067;55;38381;35
