from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5952963;401;28102;117;74;28501;135;120;28861;157;126;28861;52;29665;46;29665;28
5785641;5952963;364;25486;116;73;25896;143;123;29067;163;126;33490;55;29876;48;29876;28
5785642;5952963;365;25565;116;73;25896;146;124;29185;163;127;33608;55;29278;48;27501;28
5785643;5952963;369;25858;124;79;27956;155;129;29478;163;132;33901;55;31834;48;30058;28
5787544;5952963;394;27613;114;72;27961;133;113;28372;146;119;28372;51;29239;46;29239;28
5787545;5952963;395;27682;114;72;27961;133;114;28441;146;120;28441;51;29526;46;29526;28
5787546;5952963;399;27907;114;72;27961;135;117;28667;157;123;28667;54;28304;48;26527;28
5787547;5952963;362;25372;116;73;25896;151;130;29566;162;133;33989;54;28695;48;26918;28
5787548;5952963;359;25146;116;73;25896;149;126;29294;159;129;33717;54;28816;48;27040;28
5787549;5952963;361;25280;116;73;25896;151;130;29586;160;133;34009;55;29059;48;27283;28
5787550;5952963;398;27863;124;79;27956;170;131;44531;173;130;42581;55;31633;48;29857;28
5789447;5952963;355;24846;104;66;25199;95;73;25605;113;79;25605;47;27050;42;27050;25
5789448;5952963;355;24843;104;66;25196;95;74;25626;113;80;25626;48;27415;42;27415;25
5789449;5952963;356;24903;105;66;25332;95;74;25686;113;80;25686;49;27840;43;27840;25
5789450;5952963;398;27849;105;66;25332;135;116;28608;157;122;28608;49;28159;43;28159;25
5789451;5952963;398;27887;114;72;27961;135;117;28646;157;123;28646;51;29486;46;29486;28
5789452;5952963;354;24808;114;72;27961;149;124;26160;152;127;30584;54;28203;47;26427;28
5789453;5952963;355;24844;116;73;25896;149;125;26197;152;128;30620;54;28380;48;26603;28
5789454;5952963;356;24931;116;73;25896;149;126;26284;154;133;30317;54;28644;48;26867;28
5789455;5952963;359;25107;125;79;27989;154;128;26460;159;132;30883;55;28865;48;27088;29
5789456;5952963;396;27702;125;79;27989;163;128;44370;173;127;36013;61;31543;54;29767;34
5791353;5952963;360;25205;103;65;25505;98;78;25965;118;84;25965;47;26640;41;26640;24
5791354;5952963;357;24973;104;66;25042;95;75;25733;118;81;25733;48;27231;43;27231;25
5791355;5952963;350;24496;104;66;24954;89;70;25394;113;76;25394;48;27412;42;27412;25
5791356;5952963;351;24558;104;66;24903;95;75;25742;118;81;25742;49;28037;43;28037;25
5791357;5952963;352;24646;105;66;25332;98;78;25810;118;84;25810;49;28151;43;28151;25
5791358;5952963;353;24696;105;66;25332;146;123;26049;149;126;30472;49;27697;43;25921;25
5791359;5952963;350;24499;105;66;25332;141;120;25852;141;127;29885;54;28021;47;26244;28
5791360;5952963;351;24553;116;73;25896;143;121;25906;144;124;30329;54;28389;47;26612;28
5791361;5952963;356;24906;125;79;27989;149;126;26259;152;129;30682;54;28743;47;26967;28
5791362;5952963;360;25218;125;79;27989;154;130;26570;160;133;30993;54;29051;48;27275;28
5791363;5952963;396;27697;125;79;27989;163;128;44365;173;127;36008;61;31439;54;29662;34
5793258;5952963;366;25591;107;68;25999;105;84;26351;124;90;26351;49;27904;43;27904;26
5793259;5952963;361;25291;106;67;25943;100;80;26051;118;86;26051;48;27744;43;27744;25
5793260;5952963;362;25325;105;67;25529;100;80;26085;118;86;26085;48;27708;43;27708;25
5793261;5952963;348;24369;103;65;24689;95;74;25530;113;80;25530;48;27489;43;27489;25
5793262;5952963;347;24265;103;65;24732;95;74;25528;113;80;25528;49;27914;43;27914;25
5793263;5952963;347;24312;103;65;24732;103;79;25110;118;85;25110;49;29020;43;29020;25
5793264;5952963;346;24243;102;65;24443;141;116;25596;137;123;29630;53;27642;47;25865;27
5793265;5952963;347;24284;102;64;24381;141;117;25636;139;124;29670;53;27974;47;26198;27
5793266;5952963;347;24293;107;68;24426;141;117;25646;139;124;29679;53;28171;47;26395;28
5793267;5952963;358;25067;107;68;24426;151;128;26420;157;131;30843;53;28966;47;27190;28
5793268;5952963;364;25465;125;79;27989;162;145;30384;163;137;31241;54;29193;48;27416;28
5793269;5952963;394;27563;122;77;27509;177;138;45046;173;137;43096;60;28005;53;26228;34
5793270;5952963;391;27382;122;77;27509;172;135;44866;173;135;42916;60;30894;53;29117;34
5795164;5952963;367;25666;106;67;25943;108;85;26426;124;91;26426;49;28028;43;28028;26
5795165;5952963;368;25748;106;67;25943;111;86;26507;124;92;26507;49;29805;43;29805;26
5795166;5952963;367;25678;102;65;24419;108;85;26437;124;91;26437;52;29654;46;29654;28
5795167;5952963;343;24044;103;65;24656;95;75;24828;118;81;24828;49;28040;43;28040;26
5795168;5952963;343;24044;102;65;24443;95;75;24829;118;81;24829;50;28601;45;28601;27
5795169;5952963;345;24125;102;65;24443;95;76;24924;118;82;24924;50;28824;45;28824;27
5795170;5952963;342;23974;102;64;24381;141;112;25326;136;119;29360;50;27380;44;25604;27
5795171;5952963;341;23892;101;64;24284;141;111;25245;136;118;29279;53;27681;47;25905;27
5795172;5952963;346;24227;107;68;24426;141;116;25580;137;123;29613;53;28124;47;26347;28
5795173;5952963;349;24456;107;68;24426;141;119;25808;139;126;29842;53;28215;47;26438;28
5795174;5952963;347;24265;107;68;24426;141;116;25618;137;123;29652;54;27849;48;26072;28
5795175;5952963;346;24202;107;68;24426;141;116;25555;137;122;29589;54;27985;48;26209;28
5795176;5952963;392;27418;105;66;24237;172;136;44902;173;135;42952;54;27509;48;25733;29
5797069;5952963;352;24625;100;63;24814;118;77;25372;124;109;26420;-1;-1;-1;-1;-1
5797070;5952963;369;25864;100;63;24814;111;88;26624;124;94;26624;50;28307;44;28307;27
5797071;5952963;371;25982;102;65;24419;111;89;26741;124;95;26741;52;29707;46;29707;28
5797072;5952963;345;24135;102;65;24419;95;76;24920;118;82;24920;52;29423;46;29423;27
5797073;5952963;341;23850;102;65;24419;95;72;24635;113;78;24635;50;29508;44;29508;26
5797074;5952963;339;23732;101;64;24174;89;70;24530;113;76;24530;50;28372;44;28372;26
5797075;5952963;342;23941;102;64;24381;95;73;24739;113;79;24739;50;28705;44;28705;27
5797076;5952963;338;23657;101;64;24284;136;108;25009;134;115;29043;51;27327;45;25551;27
5797077;5952963;340;23783;101;64;24284;136;110;25136;135;116;29170;53;27760;47;25983;27
5797078;5952963;345;24117;107;68;24426;141;114;25470;136;121;29503;53;28297;47;26521;28
5797079;5952963;343;24024;107;68;24426;141;113;25377;136;120;29410;53;28134;47;26357;28
5797080;5952963;344;24069;107;68;24426;141;114;25422;136;120;29455;54;27344;48;25568;28
5797081;5952963;344;24055;107;68;24426;141;113;25408;136;120;29441;54;27964;48;26188;28
5797082;5952963;341;23849;105;66;24237;145;129;24847;145;133;42816;54;27496;48;25719;29
5798974;5952963;332;23252;95;60;23383;103;58;23999;105;89;25047;42;24450;38;24450;21
5798975;5952963;375;26225;109;69;26636;113;93;26984;135;99;26984;50;28654;44;28654;27
5798976;5952963;375;26219;109;69;26636;113;93;26979;135;99;26979;50;28542;44;28542;27
