from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5952900;493;34520;132;84;34552;156;143;50024;177;146;50024;54;36428;48;36428;32
5785641;5952900;479;33502;140;89;33793;163;146;50230;182;137;44170;56;36639;50;36639;32
5785642;5952900;480;33582;140;89;33793;166;148;50348;182;139;44288;56;36465;50;34689;32
5785643;5952900;484;33875;149;94;35853;177;152;50640;182;143;44581;57;39022;50;37246;33
5787544;5952900;486;34030;129;82;34013;154;136;49534;165;139;49534;53;36002;47;36002;32
5787545;5952900;487;34099;129;82;34013;154;137;49604;165;140;49604;53;36288;47;36288;32
5787546;5952900;490;34325;129;82;34013;156;140;49829;177;143;49829;56;35492;50;33715;32
5787547;5952900;477;33388;140;89;33793;171;153;50729;180;144;44669;56;35883;50;34106;32
5787548;5952900;474;33163;140;89;33793;168;149;50456;177;140;44396;56;36004;50;34228;32
5787549;5952900;476;33297;140;89;33793;171;153;50748;179;144;44689;57;36247;50;34471;33
5787550;5952900;513;35880;149;94;35853;193;154;61174;190;147;57661;57;38821;50;37044;33
5789447;5952900;454;31756;120;76;31914;114;97;40708;129;100;46768;49;33812;44;33812;29
5789448;5952900;458;32036;120;76;31918;114;97;40728;129;100;46788;49;34177;44;34177;29
5789449;5952900;463;32384;122;77;32608;114;98;40789;129;101;46849;50;34603;45;34603;30
5789450;5952900;490;34266;122;77;32608;156;139;49771;177;142;49771;50;34922;45;34922;30
5789451;5952900;490;34305;129;82;34013;156;140;49809;177;143;49809;53;36249;47;36249;32
5789452;5952900;469;32825;129;82;34013;169;147;47323;171;138;41263;55;35391;49;33614;32
5789453;5952900;469;32861;140;89;33793;168;148;47359;171;139;41300;56;35568;50;33791;32
5789454;5952900;471;32948;140;89;33793;168;149;47446;173;144;44678;56;35832;50;34055;32
5789455;5952900;473;33124;149;94;35886;174;152;47622;177;143;41563;57;36052;50;34276;33
5789456;5952900;510;35719;149;94;35886;187;152;61013;191;145;57501;63;38731;56;36955;39
5791353;5952900;461;32302;118;75;31476;117;102;41068;135;105;47127;49;33403;43;33403;29
5791354;5952900;458;32069;121;76;32247;114;98;40836;135;101;46895;50;33994;45;33994;29
5791355;5952900;459;32098;121;76;32159;108;94;40497;129;97;46556;50;34174;44;34174;29
5791356;5952900;464;32446;122;77;32638;114;98;40845;135;101;46904;51;34800;45;34800;30
5791357;5952900;467;32662;122;77;32608;117;101;40913;135;104;46973;51;34914;45;34914;30
5791358;5952900;467;32713;122;77;32608;165;146;47212;168;137;41152;51;34885;45;33109;30
5791359;5952900;465;32516;122;77;32608;159;143;47014;162;146;47014;55;35209;49;33432;32
5791360;5952900;465;32570;140;89;33793;162;144;47068;164;135;41009;55;35577;49;33800;32
5791361;5952900;470;32923;149;94;35886;169;149;47422;171;140;41362;55;35931;49;34154;32
5791362;5952900;475;33234;149;94;35886;174;153;47733;179;144;41673;56;36239;50;34463;33
5791363;5952900;510;35714;149;94;35886;187;152;61008;191;145;57496;63;38627;56;36850;39
5793258;5952900;467;32687;122;77;32721;129;107;41454;141;110;47513;51;34667;45;34667;30
5793259;5952900;463;32387;122;77;32664;121;103;41154;135;106;47213;50;34507;45;34507;30
5793260;5952900;463;32422;121;76;32251;121;103;41188;135;106;47248;50;34471;45;34471;29
5793261;5952900;463;32382;121;77;32424;114;97;40632;129;100;46692;50;34252;45;34252;29
5793262;5952900;461;32282;122;77;32533;114;97;40631;129;100;46690;51;34677;45;34677;30
5793263;5952900;462;32329;122;77;32533;121;102;40213;135;105;46273;51;35782;45;35782;30
5793264;5952900;461;32260;125;79;32340;159;139;46758;159;142;46758;55;34829;49;33053;32
