from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5952927;449;31432;133;84;31364;166;152;40766;190;159;50454;63;38495;55;38495;36
5785641;5952927;430;30126;133;84;30347;173;155;40972;195;151;44601;65;38706;57;38706;36
5785642;5952927;432;30205;133;84;30347;177;157;41090;195;153;44718;65;38533;57;38170;36
5785643;5952927;436;30498;142;90;32407;186;161;41383;195;157;45011;65;41089;57;40727;36
5787544;5952927;442;30942;130;83;30825;166;145;40277;178;150;46996;62;38069;54;38069;35
5787545;5952927;443;31012;130;83;30825;166;146;40346;178;151;47065;62;38356;54;38356;35
5787546;5952927;446;31237;130;83;30825;166;149;40572;190;156;50260;65;37559;56;37196;36
5787547;5952927;429;30012;133;84;30347;182;162;41471;193;158;45100;65;37950;56;37587;36
5787548;5952927;426;29786;133;84;30347;177;158;41198;190;154;44827;65;38072;56;37709;36
5787549;5952927;427;29921;133;84;30347;182;162;41491;191;158;45119;65;38315;57;37952;36
5787550;5952927;464;32503;142;90;32407;207;168;56525;204;161;53012;65;40888;57;40525;36
5789447;5952927;410;28668;121;77;28726;126;106;37510;140;111;44230;58;35880;50;35880;33
5789448;5952927;414;28948;121;77;28729;126;106;37530;140;111;44250;58;36245;50;36245;33
5789449;5952927;419;29296;123;78;29419;126;107;37591;140;112;44310;59;36670;51;36670;33
5789450;5952927;445;31179;123;78;29419;166;149;40513;190;156;50201;59;36989;51;36989;33
5789451;5952927;446;31217;130;83;30825;166;149;40551;190;156;50240;62;38316;54;38316;35
5789452;5952927;421;29448;130;83;30825;177;157;38065;184;153;41694;64;37458;56;37095;36
5789453;5952927;421;29484;133;84;30347;177;157;38102;184;153;41730;65;37635;56;37272;36
5789454;5952927;422;29571;133;84;30347;177;158;38188;185;158;45109;65;37899;56;37536;36
5789455;5952927;425;29748;142;90;32440;182;161;38365;190;157;41993;65;38120;57;37757;36
5789456;5952927;462;32342;142;90;32440;201;166;56364;205;159;52852;71;40798;63;40436;42
5791353;5952927;417;29214;119;76;28288;128;111;37870;147;116;44589;57;35470;50;35470;32
5791354;5952927;414;28982;122;77;29059;126;107;37638;147;112;44357;59;36061;51;36061;33
5791355;5952927;414;29011;122;77;28971;120;103;37299;140;108;44018;59;36242;51;36242;33
5791356;5952927;417;29198;121;77;29353;126;108;37646;147;113;44366;60;36867;51;36867;33
5791357;5952927;418;29286;123;78;29419;128;110;37715;147;115;44434;59;36981;51;36981;33
5791358;5952927;419;29337;123;78;29419;173;155;37954;181;151;41583;59;36953;51;36590;33
5791359;5952927;416;29139;123;78;29419;166;152;37756;175;159;47444;64;37276;56;36913;36
5791360;5952927;417;29193;133;84;30347;169;153;37810;177;149;41439;64;37644;56;37281;36
5791361;5952927;422;29547;142;90;32440;177;158;38164;184;154;41793;64;37998;56;37635;36
5791362;5952927;427;29858;142;90;32440;182;162;38475;191;158;42104;65;38307;56;37944;36
5791363;5952927;462;32338;142;90;32440;201;166;56360;205;159;52847;71;40694;63;40331;42
5793258;5952927;423;29600;123;78;29533;139;116;38256;153;121;44975;60;36734;52;36734;34
5793259;5952927;419;29300;123;78;29476;133;112;37955;147;117;44675;59;36574;51;36574;33
5793260;5952927;419;29334;122;77;29063;133;112;37990;147;117;44709;59;36538;51;36538;33
5793261;5952927;414;29009;121;76;29140;126;106;37434;140;111;44154;59;36319;51;36319;33
5793262;5952927;413;28905;121;77;29182;126;106;37432;140;111;44152;60;36744;51;36744;33
5793263;5952927;414;28952;121;77;29182;133;111;37015;147;116;43735;60;37850;52;37850;33
5793264;5952927;413;28884;120;76;28894;166;148;37501;172;155;47189;64;36897;55;36534;35
5793265;5952927;413;28924;120;76;28832;166;149;37541;174;156;47230;64;37229;55;36867;35
5793266;5952927;413;28933;125;79;28877;166;149;37550;174;156;47239;64;37426;56;37064;36
5793267;5952927;424;29708;125;79;28877;182;160;38325;189;156;41954;64;38221;56;37859;36
5793268;5952927;430;30105;142;90;32440;190;165;45442;195;162;42351;65;38448;56;38085;36
5793269;5952927;460;32203;140;88;31959;212;175;57041;204;168;53528;70;37260;62;36897;42
5793270;5952927;457;32022;140;88;31959;206;173;56860;204;166;53348;70;40149;62;39786;42
5795164;5952927;424;29675;123;78;29476;139;117;38330;153;122;45050;59;36858;52;36858;34
5795165;5952927;425;29756;123;78;29476;139;118;38412;153;123;45132;59;38635;52;38635;34
5795166;5952927;424;29686;120;76;28870;139;117;38342;153;122;45062;63;38484;54;38484;35
5795167;5952927;410;28684;121;76;29106;126;107;36733;147;112;43453;60;36870;52;36870;34
5795168;5952927;410;28684;120;76;28894;126;107;36734;147;112;43454;61;37431;53;37431;35
5795169;5952927;411;28766;120;76;28894;126;108;36828;147;113;43548;61;37654;53;37654;35
5795170;5952927;409;28614;120;76;28832;166;145;37231;169;150;43951;61;36636;53;36273;34
5795171;5952927;408;28533;119;76;28734;166;143;37150;169;148;43870;64;36937;55;36574;35
5795172;5952927;412;28867;125;79;28877;166;148;37484;172;155;47173;64;37379;56;37016;36
5795173;5952927;416;29096;125;79;28877;166;152;37713;174;159;47401;64;37470;56;37107;36
5795174;5952927;413;28906;125;79;28877;166;149;37523;172;156;47211;64;37104;56;36741;36
5795175;5952927;412;28843;125;79;28877;166;148;37460;172;155;47148;64;37241;56;36878;36
5795176;5952927;458;32059;123;78;28687;206;173;56897;204;166;53384;65;36764;56;36402;37
5797069;5952927;396;27704;117;74;27596;161;125;43125;164;150;44569;-1;-1;-1;-1;-1
5797070;5952927;427;29873;117;74;27596;139;120;38529;153;125;45248;60;37137;52;37137;35
5797071;5952927;428;29990;120;76;28870;139;122;38646;153;127;45366;63;38537;55;38537;36
5797072;5952927;411;28775;120;76;28870;126;108;36824;147;113;43544;62;38253;54;38253;35
5797073;5952927;407;28490;120;76;28870;126;104;36540;140;109;43259;60;38338;52;38338;34
5797074;5952927;405;28372;119;75;28624;120;103;36435;140;108;43155;60;37202;52;37202;34
5797075;5952927;408;28581;120;76;28832;126;106;36644;140;111;43363;61;37535;53;37535;34
5797076;5952927;404;28297;119;76;28734;161;140;36914;165;145;43634;62;36583;54;36220;35
5797077;5952927;406;28424;119;76;28734;161;142;37041;167;147;43760;64;37015;55;36652;35
5797078;5952927;411;28757;125;79;28877;166;147;37374;169;152;44094;64;37552;56;37189;36
5797079;5952927;409;28664;125;79;28877;166;145;37282;169;150;44001;64;37389;56;37026;36
5797080;5952927;410;28709;125;79;28877;166;146;37326;169;151;44046;64;36600;56;36237;36
5797081;5952927;410;28695;125;79;28877;166;146;37312;169;151;44032;64;37220;56;36857;36
5797082;5952927;407;28489;123;78;28687;176;161;36752;177;161;39190;65;36751;56;36388;37
5798974;5952927;376;26331;113;72;26165;146;105;41752;145;130;43196;53;33280;46;33280;29
5798975;5952927;432;30233;126;79;30169;143;125;38889;165;130;45609;61;37484;53;37484;35
5798976;5952927;432;30228;126;79;30169;143;125;38884;165;130;45603;60;37372;52;37372;35
5798977;5952927;432;30235;120;76;28870;143;125;38890;165;130;45610;62;38577;54;38577;35
5798978;5952927;404;28305;118;75;28293;126;106;36363;140;111;43082;62;38048;54;38048;35
5798979;5952927;402;28128;117;74;28183;123;103;36186;140;108;42906;63;38406;54;38406;36
5798980;5952927;402;28129;118;75;28302;123;103;36186;140;108;42906;61;37566;53;37566;34
5798981;5952927;406;28400;119;75;28602;126;107;36458;147;112;43178;62;37954;54;37954;35
5798982;5952927;402;28129;119;76;28734;157;138;36746;160;143;43466;62;36443;54;36080;35
5798983;5952927;400;28004;119;76;28734;157;136;36621;159;141;43340;63;36383;55;36020;35
5798984;5952927;400;27997;122;77;28144;155;136;36614;159;141;43333;63;36375;55;36012;35
5798985;5952927;405;28361;122;77;28144;161;141;36978;165;146;43698;63;36267;55;35904;35
5798986;5952927;403;28223;125;79;28877;157;139;36840;163;144;43560;63;36533;55;36170;35
5798987;5952927;407;28479;125;79;28877;161;143;37096;169;148;43816;64;36992;56;36629;36
5798988;5952927;401;28073;120;76;28153;167;155;36336;172;155;38774;64;36227;55;35864;36
5800879;5952927;369;25835;112;71;25828;130;105;41256;135;123;42700;54;33001;47;33001;30
5800880;5952927;373;26114;113;72;26161;136;109;41534;140;127;42979;53;33277;46;33277;29
5800881;5952927;435;30438;113;72;26161;146;128;39094;165;133;45813;61;32937;53;34744;35
5800882;5952927;403;28217;126;79;30169;139;125;37132;157;130;43852;64;40079;56;40079;36
5800883;5952927;404;28253;119;75;28616;143;125;37168;163;130;43888;64;39856;55;39856;35
5800884;5952927;402;28174;118;75;28293;126;104;36256;140;109;42975;61;37865;53;37865;35
5800885;5952927;399;27910;118;75;28281;117;101;36029;140;106;42748;61;37567;53;37567;34
5800886;5952927;397;27762;118;75;28279;120;103;36172;140;108;42892;61;37858;53;37858;34
5800887;5952927;398;27882;119;75;28602;126;107;36445;140;112;43165;61;37943;53;37943;34
5800888;5952927;391;27340;119;75;27392;146;126;35957;153;131;42677;62;35559;54;35196;34
